128277294.125      0.819660      0.178720      0.534898      0.100503      0.819735      0.178586      0.534832      0.100480     -0.010977     -0.006037     -0.004542     -0.002148     -0.000996      0.383413
128277294.375      0.823941      0.157586      0.537383      0.086645      0.824010      0.157458      0.537319      0.086619     -0.002934      0.085843     -0.007092      0.020969      0.003154      0.105140
128277294.625      0.827676      0.136345      0.539515      0.072705      0.827742      0.136223      0.539447      0.072687     -0.001077      0.092718     -0.006927      0.007929     -0.003298     -0.011711
128277294.875      0.830859      0.115015      0.541292      0.058718      0.830923      0.114894      0.541221      0.058704     -0.000374      0.092143     -0.005791      0.006294     -0.004714     -0.000428
128277295.125      0.833492      0.093606      0.542707      0.044700      0.833551      0.093493      0.542637      0.044686      0.000961      0.091906     -0.005110      0.012687      0.002630     -0.004301
128277295.375      0.835569      0.072144      0.543765      0.030648      0.835623      0.072022      0.543698      0.030652      0.001860      0.091681     -0.004498      0.009937     -0.007283     -0.006703
128277295.625      0.837093      0.050637      0.544460      0.016568      0.837140      0.050504      0.544400      0.016571      0.002463      0.091833     -0.004520      0.012363      0.002680      0.000719
128277295.875      0.838059      0.029086      0.544798      0.002501      0.838105      0.028954      0.544734      0.002558      0.003963      0.091959     -0.003471      0.008441     -0.003950     -0.007196
128277296.125     -0.838469     -0.007513     -0.544775      0.011554     -0.838512     -0.007385     -0.544711      0.011533      0.005013      0.091583     -0.003397      0.010213     -0.002590      0.000173
128277296.375     -0.838320      0.014066     -0.544393      0.025651     -0.838362      0.014189     -0.544326      0.025633      0.006719      0.091281     -0.003728      0.006434     -0.000938     -0.006881
128277296.625     -0.837614      0.035628     -0.543651      0.039712     -0.837650      0.035761     -0.543589      0.039682      0.007432      0.091401     -0.003942      0.004755     -0.002387     -0.000162
128277296.875     -0.836353      0.057171     -0.542548      0.053729     -0.836388      0.057299     -0.542484      0.053694      0.008704      0.090899     -0.003570      0.010392     -0.002775     -0.004598
