"   DATA/", "   1HIGHRATE.TAB", "   1HIGHRATE", "MER1/MER2-M-IMU-4-EDL-V1.0",  2004-01-25T04:50:11.164,  2004-01-25T04:55:21.164,  183,  2476 
"   DATA/", "1TRANSFORMED.TAB", "1TRANSFORMED", "MER1/MER2-M-IMU-4-EDL-V1.0",  2004-01-25T04:33:41.653,  2004-01-25T05:04:44.582,  211,  9050 
"   DATA/", "   2HIGHRATE.TAB", "   2HIGHRATE", "MER1/MER2-M-IMU-4-EDL-V1.0",  2004-01-04T04:21:21.532,  2004-01-04T04:26:35.485,  183,  2495 
"   DATA/", "2TRANSFORMED.TAB", "2TRANSFORMED", "MER1/MER2-M-IMU-4-EDL-V1.0",  2004-01-04T04:04:52.022,  2004-01-04T04:35:55.020,  211,  9176 
